UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,Air temperature [K]_rollmean_5,Air temperature [K]_rollstd_5,Air temperature [K]_rollvar_5,Air temperature [K]_rollmean_10,Air temperature [K]_rollstd_10,Air temperature [K]_rollvar_10,Process temperature [K]_rollmean_5,Process temperature [K]_rollstd_5,Process temperature [K]_rollvar_5,Process temperature [K]_rollmean_10,Process temperature [K]_rollstd_10,Process temperature [K]_rollvar_10,Rotational speed [rpm]_rollmean_5,Rotational speed [rpm]_rollstd_5,Rotational speed [rpm]_rollvar_5,Rotational speed [rpm]_rollmean_10,Rotational speed [rpm]_rollstd_10,Rotational speed [rpm]_rollvar_10,Torque [Nm]_rollmean_5,Torque [Nm]_rollstd_5,Torque [Nm]_rollvar_5,Torque [Nm]_rollmean_10,Torque [Nm]_rollstd_10,Torque [Nm]_rollvar_10,Tool wear [min]_rollmean_5,Tool wear [min]_rollstd_5,Tool wear [min]_rollvar_5,Tool wear [min]_rollmean_10,Tool wear [min]_rollstd_10,Tool wear [min]_rollvar_10,Air temperature [K]_rollmin_5,Air temperature [K]_rollmax_5,Air temperature [K]_rollmin_10,Air temperature [K]_rollmax_10,Process temperature [K]_rollmin_5,Process temperature [K]_rollmax_5,Process temperature [K]_rollmin_10,Process temperature [K]_rollmax_10,Rotational speed [rpm]_rollmin_5,Rotational speed [rpm]_rollmax_5,Rotational speed [rpm]_rollmin_10,Rotational speed [rpm]_rollmax_10,Torque [Nm]_rollmin_5,Torque [Nm]_rollmax_5,Torque [Nm]_rollmin_10,Torque [Nm]_rollmax_10,Tool wear [min]_rollmin_5,Tool wear [min]_rollmax_5,Tool wear [min]_rollmin_10,Tool wear [min]_rollmax_10
37,M14896,M,298.9,309.2,1581,36.7,101,0,0,0,0,0,0,298.88,0.08366600265396257,0.007000000000092871,298.97,0.11595018087335567,0.013444444444563892,309.23999999999995,0.114017542510457,0.013000000000123869,309.33,0.12516655570409094,0.015666666666825303,1535.2,99.92096877032363,9984.199999999988,1575.6,163.77301364999073,26821.600000000046,40.160000000000004,7.71284642657948,59.48799999999985,37.34,9.414079290556726,88.62488888888903,95.6,3.974921382870363,15.80000000000004,89.6,7.4862837539359175,56.04444444444485,298.8,299.0,298.8,299.1,309.1,309.4,309.1,309.5,1419.0,1665.0,1339.0,1811.0,32.5,48.6,24.6,48.6,91.0,101.0,77.0,101.0
38,L47217,L,298.8,309.1,1439,39.2,104,0,0,0,0,0,0,298.84000000000003,0.05477225575137244,0.003000000000093752,298.93999999999994,0.11737877907817829,0.013777777777883783,309.18,0.08366600265385804,0.007000000000075382,309.3,0.14142135623782728,0.02000000000014645,1539.2,94.35147057677473,8902.199999999988,1538.4,145.60311351982378,21200.26666666669,38.339999999999996,6.246038744676497,39.01299999999995,38.8,8.282914140969154,68.60666666666678,98.2,4.438468204234434,19.700000000000045,92.3,7.3037281195595485,53.34444444444486,298.8,298.9,298.8,299.1,309.1,309.3,309.1,309.5,1439.0,1665.0,1339.0,1798.0,32.5,48.6,25.5,48.6,93.0,104.0,82.0,104.0
39,H29452,H,298.9,309.2,1379,50.7,106,0,0,0,0,0,0,298.84,0.05477225575137244,0.003000000000093752,298.91999999999996,0.10327955589933865,0.010666666666764617,309.15999999999997,0.05477225575104026,0.003000000000057362,309.28000000000003,0.1398411797565225,0.019555555555696033,1482.0,85.27602242131131,7271.99999999999,1532.4,151.27987308297168,22885.600000000017,41.980000000000004,7.2192104831484025,52.11699999999979,39.45,8.979513721057883,80.63166666666679,100.8,4.438468204234434,19.700000000000045,94.7,7.484057129065192,56.01111111111153,298.8,298.9,298.8,299.1,309.1,309.2,309.1,309.5,1379.0,1581.0,1339.0,1798.0,34.7,50.7,25.5,50.7,95.0,106.0,84.0,106.0
40,L47219,L,298.8,309.1,1350,52.5,111,0,0,0,0,0,0,298.84000000000003,0.05477225575137244,0.003000000000093752,298.9,0.1054092553393766,0.011111111111201895,309.15999999999997,0.05477225575104026,0.003000000000057362,309.25,0.14337208778450503,0.02055555555568782,1440.2,89.22835872075643,7961.699999999992,1498.1,149.69706447058707,22409.2111111111,45.540000000000006,7.119901684714447,50.69299999999963,41.690000000000005,9.1796211492874,84.26544444444451,104.0,4.949747468305838,24.50000000000005,97.4,8.044321668799151,64.71111111111155,298.8,298.9,298.8,299.1,309.1,309.2,309.1,309.5,1350.0,1581.0,1339.0,1798.0,36.7,52.5,25.5,52.5,98.0,111.0,86.0,111.0
41,L47220,L,298.8,309.1,1362,45.4,113,0,0,0,0,0,0,298.84000000000003,0.05477225575137244,0.003000000000093752,298.87,0.08232726023534595,0.0067777777778583745,309.14,0.054772255750901444,0.0030000000000421564,309.21,0.11972189997429943,0.014333333333456155,1422.2,95.13516699938037,9050.699999999993,1500.4,147.13576497008918,21648.933333333327,44.9,6.917008023705022,47.84499999999966,41.410000000000004,8.99993209850929,80.99877777777785,107.0,4.949747468305838,24.50000000000005,100.1,8.319321553534976,69.2111111111116,298.8,298.9,298.8,299.0,309.1,309.2,309.1,309.4,1350.0,1581.0,1350.0,1798.0,36.7,52.5,25.5,52.5,101.0,113.0,89.0,113.0
42,L47221,L,298.8,309.1,1368,50.8,115,0,0,0,0,0,0,298.82,0.04472135955107146,0.0020000000000962104,298.85,0.0707106781191911,0.005000000000075851,309.12,0.0447213595503103,0.0020000000000281303,309.18,0.10327955589943955,0.010666666666785457,1379.6,34.818098741889905,1212.2999999999952,1457.4,108.17393401369834,11701.599999999962,47.72,5.458662839926966,29.796999999999528,43.940000000000005,7.453738808290925,55.55822222222222,109.8,4.658325879540852,21.700000000000053,102.7,8.525126261691279,72.67777777777832,298.8,298.9,298.8,299.0,309.1,309.2,309.1,309.4,1350.0,1439.0,1350.0,1665.0,39.2,52.5,32.5,52.5,104.0,115.0,91.0,115.0
43,M14902,M,298.8,309.1,1368,49.1,117,0,0,0,0,0,0,298.82,0.04472135955107146,0.0020000000000962104,298.83000000000004,0.04830458915471319,0.002333333333405635,309.12,0.0447213595503103,0.0020000000000281303,309.15,0.07071067811948062,0.0050000000001167956,1365.4,10.573551910308726,111.79999999999333,1452.3,111.34136697562124,12396.89999999996,49.7,2.687936011143019,7.224999999999445,44.019999999999996,7.509815798895026,56.397333333333336,112.4,4.219004621945803,17.800000000000047,105.3,8.525126261691282,72.67777777777839,298.8,298.9,298.8,298.9,309.1,309.2,309.1,309.3,1350.0,1379.0,1350.0,1665.0,45.4,52.5,32.5,52.5,106.0,117.0,93.0,117.0
44,H29457,H,298.8,309.2,1372,48.5,120,0,0,0,0,0,0,298.8,0.0,0.0,298.82,0.04216370213642023,0.0017777777778487673,309.12,0.0447213595503103,0.0020000000000281303,309.14,0.051639777950553835,0.002666666666782506,1364.0,8.602325267042263,73.99999999999372,1423.0,84.45511628472609,7132.666666666606,49.26,2.663268668384671,7.09299999999946,45.62,6.40603881765739,41.0373333333333,115.2,3.4928498393146006,12.200000000000031,108.0,8.472176684759267,71.77777777777852,298.8,298.8,298.8,298.9,309.1,309.2,309.1,309.2,1350.0,1372.0,1350.0,1581.0,45.4,52.5,34.7,52.5,111.0,120.0,95.0,120.0
45,M14904,M,298.8,309.1,1472,47.5,125,0,0,0,0,0,0,298.8,0.0,0.0,298.82,0.04216370213642023,0.0017777777778487673,309.12,0.0447213595503103,0.0020000000000281303,309.14000000000004,0.051639777950553835,0.002666666666782506,1388.4,46.870033070182394,2196.799999999991,1414.3,72.52746606171529,5260.2333333332635,48.26,1.9982492337042175,3.9929999999994923,46.9,5.134199061197369,26.359999999999946,118.0,4.690415759823432,22.00000000000003,111.0,8.666666666666721,75.11111111111205,298.8,298.8,298.8,298.9,309.1,309.2,309.1,309.2,1362.0,1472.0,1350.0,1581.0,45.4,50.8,36.7,52.5,113.0,125.0,98.0,125.0
46,L47225,L,298.8,309.1,1489,49.1,128,0,0,0,0,0,0,298.8,0.0,0.0,298.82000000000005,0.04216370213642023,0.0017777777778487673,309.12,0.0447213595503103,0.0020000000000281303,309.13,0.048304589155161844,0.002333333333448979,1413.8,61.20620883537872,3746.1999999999916,1418.0,75.54542415733096,5707.111111111043,49.0,1.1999999999997781,1.4399999999994673,46.95,5.154986798129442,26.573888888888835,121.0,5.43139024560011,29.50000000000003,114.0,8.856886837057678,78.44444444444557,298.8,298.8,298.8,298.9,309.1,309.2,309.1,309.2,1368.0,1489.0,1350.0,1581.0,47.5,50.8,36.7,52.5,115.0,128.0,101.0,128.0
47,M14906,M,298.7,309.0,1843,25.8,130,0,0,0,0,0,0,298.78000000000003,0.04472135955114137,0.0020000000001024632,298.8,0.047140452079823585,0.0022222222222901436,309.1,0.07071067811876182,0.005000000000015142,309.11,0.05676462122077335,0.0032222222223378724,1508.8,194.91972706732378,37993.7,1444.2,148.53192698316843,22061.733333333275,44.0,10.195096860746329,103.93999999999964,45.86,7.955040330926463,63.2826666666666,124.0,5.43139024560011,29.50000000000003,116.9,8.875058685252057,78.76666666666796,298.7,298.8,298.7,298.9,309.0,309.2,309.0,309.2,1368.0,1843.0,1350.0,1843.0,25.8,49.1,25.8,52.5,117.0,130.0,104.0,130.0
48,L47227,L,298.8,309.1,1418,46.3,133,0,0,0,0,0,0,298.78,0.04472135955114137,0.0020000000001024632,298.8,0.047140452079823585,0.0022222222222901436,309.1,0.07071067811876182,0.005000000000015142,309.11,0.05676462122077335,0.0032222222223378724,1518.8,187.0125664226872,34973.7,1442.1,148.76189028107953,22130.09999999994,43.44,9.918064327276753,98.36799999999965,46.57000000000001,7.603661398738545,57.8156666666666,127.2,4.969909455915674,24.700000000000024,119.8,8.929352346801796,79.73333333333474,298.7,298.8,298.7,298.9,309.0,309.2,309.0,309.2,1372.0,1843.0,1350.0,1843.0,25.8,49.1,25.8,52.5,120.0,133.0,106.0,133.0
49,H29462,H,298.8,309.2,1425,53.9,135,0,0,0,0,0,0,298.78000000000003,0.04472135955114137,0.0020000000001024632,298.79,0.03162277660273085,0.0010000000000662218,309.1,0.07071067811876182,0.005000000000015142,309.11,0.05676462122077335,0.0032222222223378724,1529.4,177.89125891959955,31645.300000000003,1446.7,147.29792183794623,21696.67777777772,44.519999999999996,10.85642666810768,117.86199999999961,46.89,7.85980633066461,61.77655555555548,130.2,3.9623225512317943,15.700000000000035,122.7,8.65447860936761,74.90000000000151,298.7,298.8,298.7,298.8,309.0,309.2,309.0,309.2,1418.0,1843.0,1350.0,1843.0,25.8,53.9,25.8,53.9,125.0,135.0,111.0,135.0
50,M14909,M,298.9,309.2,1412,44.1,140,0,0,0,0,0,0,298.8,0.0707106781193633,0.005000000000100204,298.8,0.047140452079823585,0.0022222222222901436,309.12,0.08366600265357482,0.007000000000027988,309.12,0.06324555320427763,0.004000000000115112,1517.4,184.62746274593064,34087.3,1452.9,144.04432188276846,20748.76666666661,43.839999999999996,10.728839639028987,115.10799999999963,46.05,7.639408063165331,58.36055555555548,133.2,4.658325879540855,21.700000000000077,125.6,9.143303560530054,83.60000000000157,298.7,298.9,298.7,298.9,309.0,309.2,309.0,309.2,1412.0,1843.0,1362.0,1843.0,25.8,53.9,25.8,53.9,128.0,140.0,113.0,140.0
51,L47230,L,298.9,309.1,2861,4.6,143,1,0,0,1,0,0,298.82,0.08366600265399994,0.007000000000099124,298.81,0.056764621220368634,0.0032222222222919247,309.12,0.08366600265357482,0.007000000000027988,309.12,0.06324555320427763,0.004000000000115112,1791.8,625.3652532720379,391081.7,1602.8,463.86319822407404,215169.06666666662,34.94,19.852531324745463,394.1229999999999,41.97,15.18940054409287,230.71788888888875,136.2,5.263078946776318,27.70000000000012,128.6,9.46572765295947,89.6000000000016,298.7,298.9,298.7,298.9,309.0,309.2,309.0,309.2,1412.0,2861.0,1368.0,2861.0,4.6,53.9,4.6,53.9,130.0,143.0,115.0,143.0
52,L47231,L,298.9,309.1,1383,54.9,145,0,0,0,0,0,0,298.86,0.054772255751402286,0.0030000000000970205,298.82,0.06324555320393785,0.004000000000072133,309.14,0.05477225575089561,0.003000000000041517,309.12,0.06324555320427763,0.004000000000115112,1699.8,649.3271132487846,421625.7,1604.3,463.04308654810944,214408.89999999997,40.760000000000005,20.748445724921172,430.4979999999997,42.379999999999995,15.506256801691372,240.4439999999999,139.2,5.118593556827907,26.200000000000163,131.6,9.430447143870483,88.93333333333494,298.8,298.9,298.7,298.9,309.1,309.2,309.0,309.2,1383.0,2861.0,1368.0,2861.0,4.6,54.9,4.6,54.9,133.0,145.0,117.0,145.0
53,H29466,H,298.8,309.0,1497,43.8,147,0,0,0,0,0,0,298.86,0.054772255751402286,0.0030000000000970205,298.82,0.06324555320393786,0.004000000000072134,309.12,0.08366600265357482,0.007000000000027988,309.11,0.07378647873804302,0.0054444444445596735,1715.6,641.6718787667105,411742.8,1617.2,457.4921492951181,209299.06666666662,40.26,20.611234800467432,424.8229999999997,41.85,15.340740964286349,235.33833333333325,142.0,4.690415759823449,22.000000000000185,134.6,9.033271832509062,81.60000000000161,298.8,298.9,298.7,298.9,309.0,309.2,309.0,309.2,1383.0,2861.0,1372.0,2861.0,4.6,54.9,4.6,54.9,135.0,147.0,120.0,147.0
54,L47233,L,298.7,309.0,1565,35.1,152,0,0,0,0,0,0,298.84000000000003,0.08944271910053354,0.008000000000096949,298.81000000000006,0.07378647873773551,0.005444444444514295,309.08000000000004,0.08366600265342365,0.007000000000002693,309.09000000000003,0.07378647873805114,0.005444444444560873,1743.6,628.7454174783304,395320.8,1636.5,450.0084567106613,202507.6111111111,36.5,19.164941951386126,367.29499999999985,40.510000000000005,15.280448655426026,233.49211111111103,145.4,4.505552130427543,20.300000000000175,137.8,8.954204474869856,80.17777777777935,298.7,298.9,298.7,298.9,309.0,309.2,309.0,309.2,1383.0,2861.0,1383.0,2861.0,4.6,54.9,4.6,54.9,140.0,152.0,125.0,152.0
55,L47234,L,298.7,309.0,1691,30.1,154,0,0,0,0,0,0,298.8,0.10000000000048893,0.010000000000097787,298.8,0.08164965809318175,0.00666666666673348,309.0400000000001,0.054772255750341683,0.0029999999999808374,309.08000000000004,0.07888106377540291,0.00622222222233918,1799.4,603.8466692795448,364630.8,1658.4,446.42809549180976,199298.04444444441,33.7,18.796143221416457,353.2949999999999,38.77,15.386361204362487,236.74011111111102,148.2,4.658325879540866,21.700000000000188,140.7,9.043720964784928,81.78888888889041,298.7,298.9,298.7,298.9,309.0,309.1,309.0,309.2,1383.0,2861.0,1383.0,2861.0,4.6,54.9,4.6,54.9,143.0,154.0,128.0,154.0
56,L47235,L,298.8,309.1,1512,40.7,156,0,0,0,0,0,0,298.78,0.08366600265400545,0.007000000000100046,298.8,0.08164965809318175,0.00666666666673348,309.04,0.054772255750341683,0.0029999999999808374,309.08000000000004,0.07888106377540291,0.00622222222233918,1529.6,111.99017814076375,12541.8,1660.7,445.51669129475073,198485.1222222222,40.92,9.417112083860943,88.68199999999977,37.93,14.983772703976937,224.51344444444436,150.8,4.658325879540866,21.700000000000188,143.5,9.009254501159795,81.16666666666802,298.7,298.9,298.7,298.9,309.0,309.1,309.0,309.2,1383.0,1691.0,1383.0,2861.0,30.1,54.9,4.6,54.9,145.0,156.0,130.0,156.0
57,L47236,L,298.8,309.1,1477,42.4,158,0,0,0,0,0,0,298.76,0.054772255751461295,0.003000000000103485,298.81,0.07378647873773551,0.005444444444514296,309.03999999999996,0.054772255750341683,0.0029999999999808374,309.09000000000003,0.07378647873804682,0.005444444444560235,1548.4,86.13245613588414,7418.800000000006,1624.1,443.90726008430585,197053.65555555557,38.42,5.705874166155422,32.55699999999984,39.589999999999996,14.398722937199052,207.3232222222221,153.4,4.219004621945817,17.80000000000016,146.3,8.692908987598333,75.56666666666787,298.7,298.8,298.7,298.9,309.0,309.1,309.0,309.2,1477.0,1691.0,1383.0,2861.0,30.1,43.8,4.6,54.9,147.0,158.0,133.0,158.0
58,L47237,L,298.8,309.1,1513,40.3,160,0,0,0,0,0,0,298.76000000000005,0.054772255751461295,0.003000000000103485,298.81,0.07378647873773551,0.005444444444514296,309.06,0.05477225575044546,0.002999999999992206,309.09000000000003,0.07378647873804682,0.005444444444560235,1551.6,84.01666501355552,7058.800000000004,1633.6,440.0058585468557,193605.15555555557,37.72,5.058853625081463,25.59199999999986,38.99,14.211845606941958,201.97655555555545,156.0,3.162277660168403,10.00000000000015,149.0,8.286535263104101,68.66666666666775,298.7,298.8,298.7,298.9,309.0,309.1,309.0,309.2,1477.0,1691.0,1383.0,2861.0,30.1,42.4,4.6,54.9,152.0,160.0,135.0,160.0
59,M14918,M,298.8,309.0,1661,29.5,162,0,0,0,0,0,0,298.78000000000003,0.044721359551113546,0.0020000000000999748,298.81,0.07378647873773551,0.005444444444514296,309.06000000000006,0.05477225575044546,0.002999999999992206,309.07000000000005,0.0674948557719486,0.0045555555556761424,1570.8,97.69953940526027,9545.200000000004,1657.2,433.86039741424247,188234.84444444443,36.6,6.260990336999401,39.19999999999988,36.55,13.441250768519355,180.66722222222216,158.0,3.162277660168403,10.00000000000015,151.7,7.5872700404471916,57.56666666666753,298.7,298.8,298.7,298.9,309.0,309.1,309.0,309.2,1477.0,1691.0,1383.0,2861.0,29.5,42.4,4.6,54.9,154.0,162.0,140.0,162.0
60,L47239,L,298.8,309.1,1378,54.4,165,0,0,0,0,0,0,298.8,0.0,0.0,298.8,0.06666666666717719,0.004444444444512514,309.08000000000004,0.0447213595500418,0.002000000000004115,309.06,0.05163977795062607,0.0026666666667899664,1508.2,101.62529212750142,10327.700000000004,1653.8,436.1227655909132,190203.06666666665,41.459999999999994,8.850028248542474,78.32299999999978,37.58,14.44151423270196,208.55733333333328,160.2,3.49284983931462,12.200000000000166,154.2,7.420691791650375,55.06666666666726,298.8,298.8,298.7,298.9,309.0,309.1,309.0,309.1,1378.0,1661.0,1378.0,2861.0,29.5,54.4,4.6,54.9,156.0,165.0,143.0,165.0
61,L47240,L,298.8,309.1,1393,52.6,167,0,0,0,0,0,0,298.8,0.0,0.0,298.79,0.056764621220339276,0.0032222222222885923,309.08000000000004,0.0447213595500418,0.002000000000004115,309.06000000000006,0.05163977795062607,0.0026666666667899664,1484.4,113.72686577937513,12933.800000000007,1507.0,109.04127658827275,11890.0000000002,43.839999999999996,10.105592511080177,102.12299999999976,42.38,9.336523264399151,87.17066666666659,162.4,3.6469165057621176,13.300000000000173,156.6,7.2755297630711215,52.933333333333735,298.8,298.8,298.7,298.9,309.0,309.1,309.0,309.1,1378.0,1661.0,1378.0,1691.0,29.5,54.4,29.5,54.9,158.0,167.0,145.0,167.0
62,M14921,M,298.8,309.0,1592,38.2,169,0,0,0,0,0,0,298.8,0.0,0.0,298.78,0.04216370213634625,0.0017777777778425297,309.06000000000006,0.05477225575044546,0.002999999999992206,309.05,0.052704627670659705,0.0027777777779028684,1507.4,123.09874085464888,15153.300000000003,1527.9,102.46457382378097,10498.98888888906,43.0,10.42473021233642,108.67499999999976,40.709999999999994,8.282303758952304,68.59655555555548,164.6,3.6469165057621176,13.300000000000173,159.0,6.97614984548547,48.66666666666694,298.8,298.8,298.7,298.8,309.0,309.1,309.0,309.1,1378.0,1661.0,1378.0,1691.0,29.5,54.4,29.5,54.4,160.0,169.0,147.0,169.0
63,L47242,L,298.8,309.0,1829,22.9,172,0,0,0,0,0,0,298.8,0.0,0.0,298.78000000000003,0.04216370213634625,0.0017777777778425297,309.04,0.054772255750341683,0.0029999999999808374,309.05,0.052704627670659705,0.0027777777779028684,1570.6,189.76116567938766,36009.30000000001,1561.1,138.71429470518055,19241.655555555684,39.52,13.882254860072255,192.71699999999973,38.620000000000005,9.895767894520475,97.92622222222218,167.0,3.807886552931978,14.500000000000181,161.5,6.670832032063175,44.50000000000011,298.8,298.8,298.7,298.8,309.0,309.1,309.0,309.1,1378.0,1829.0,1378.0,1829.0,22.9,54.4,22.9,54.4,162.0,172.0,152.0,172.0
64,M14923,M,298.9,309.0,1812,25.9,174,0,0,0,0,0,0,298.82,0.044721359550957844,0.0020000000000860484,298.80000000000007,0.04714045207982784,0.0022222222222905447,309.04,0.054772255750341683,0.0029999999999808374,309.05,0.052704627670659705,0.0027777777779028684,1600.8,217.70323837738383,47394.70000000001,1585.8,159.86438697290373,25556.622222222315,38.8,14.606334242375794,213.3449999999997,37.7,10.657704568370557,113.58666666666664,169.4,3.6469165057621176,13.300000000000173,163.7,6.815831244650609,46.45555555555547,298.8,298.9,298.7,298.9,309.0,309.1,309.0,309.1,1378.0,1829.0,1378.0,1829.0,22.9,54.4,22.9,54.4,165.0,174.0,154.0,174.0
65,L47244,L,299.0,309.1,1523,38.6,177,0,0,0,0,0,0,298.86,0.08944271910037427,0.008000000000068456,298.83000000000004,0.06749485577160089,0.004555555555629206,309.03999999999996,0.054772255750341683,0.0029999999999808374,309.06000000000006,0.05163977795062607,0.0026666666667899664,1629.8,188.2729401693191,35446.70000000001,1569.0,156.36993175017912,24451.555555555675,35.64,11.833553988553044,140.03299999999965,38.55,10.31775707753924,106.45611111111107,171.8,3.9623225512318085,15.700000000000147,166.0,7.055336829505552,49.77777777777745,298.8,299.0,298.8,299.0,309.0,309.1,309.0,309.1,1393.0,1829.0,1378.0,1829.0,22.9,52.6,22.9,54.4,167.0,177.0,156.0,177.0
66,L47245,L,299.0,309.1,1394,45.1,179,0,0,0,0,0,0,298.9,0.10000000000024949,0.010000000000049896,298.85,0.08498365856033395,0.007222222222299421,309.04,0.054772255750341683,0.0029999999999808374,309.06,0.05163977795062607,0.0026666666667899664,1630.0,187.95877207515485,35328.500000000015,1557.2,165.34395127195418,27338.622222222362,34.14,9.363920119266268,87.68299999999961,38.989999999999995,10.511628481511954,110.49433333333329,174.2,3.9623225512318085,15.700000000000147,168.3,7.180993431738121,51.56666666666604,298.8,299.0,298.8,299.0,309.0,309.1,309.0,309.1,1394.0,1829.0,1378.0,1829.0,22.9,45.1,22.9,54.4,169.0,179.0,158.0,179.0
67,M14926,M,298.9,308.9,1679,28.7,181,0,0,0,0,0,0,298.91999999999996,0.0836660026536513,0.007000000000040787,298.86,0.08432740427162712,0.007111111111190435,309.02,0.08366600265323001,0.006999999999970293,309.04,0.06992058987892373,0.004888888889016652,1647.4,187.58811262977196,35189.30000000001,1577.4,166.7900876351273,27818.93333333344,32.239999999999995,9.29774166128526,86.44799999999958,37.62,10.90329206147289,118.88177777777774,176.6,3.6469165057621176,13.300000000000173,170.6,7.1987653262362485,51.822222222221285,298.8,299.0,298.8,299.0,308.9,309.1,308.9,309.1,1394.0,1829.0,1378.0,1829.0,22.9,45.1,22.9,54.4,172.0,181.0,160.0,181.0
68,H29481,H,298.8,308.9,1466,44.1,184,0,0,0,0,0,0,298.91999999999996,0.0836660026536513,0.007000000000040787,298.86,0.08432740427162712,0.007111111111190435,309.0,0.0999999999997993,0.009999999999959862,309.02,0.07888106377549658,0.00622222222235396,1574.8,169.06418899341165,28582.70000000001,1572.7,169.44750088318114,28712.45555555567,36.480000000000004,8.793861495384132,77.33199999999962,38.0,11.071986673081252,122.58888888888886,179.0,3.807886552931978,14.500000000000181,173.0,7.2724747430903935,52.88888888888769,298.8,299.0,298.8,299.0,308.9,309.1,308.9,309.1,1394.0,1812.0,1378.0,1829.0,25.9,45.1,22.9,54.4,174.0,184.0,162.0,184.0
69,L47248,L,298.8,308.9,1527,32.4,189,0,0,0,0,0,0,298.9,0.10000000000024949,0.010000000000049896,298.86,0.08432740427162712,0.007111111111190435,308.98,0.10954451150080487,0.01199999999994997,309.01,0.08755950357786121,0.00766666666680149,1517.8,105.008094926058,11026.700000000008,1559.3,166.96909228290698,27878.67777777791,37.78,7.169170105388742,51.39699999999963,38.29,10.860576002731673,117.95211111111108,182.0,4.690415759823449,22.00000000000018,175.7,7.73232752079782,59.788888888887364,298.8,299.0,298.8,299.0,308.9,309.1,308.9,309.1,1394.0,1679.0,1378.0,1829.0,28.7,45.1,22.9,54.4,177.0,189.0,165.0,189.0
70,L47249,L,298.9,309.0,1410,65.7,191,1,0,0,1,1,0,298.88,0.08366600265376341,0.007000000000059545,298.87,0.08232726023535161,0.006777777777859308,308.96000000000004,0.08944271909964377,0.007999999999937779,309.0,0.08164965809360936,0.006666666666803309,1495.2,115.26794871081904,13286.700000000008,1562.5,163.37635487834052,26691.833333333463,43.2,14.470314440260088,209.38999999999965,39.42,13.083390658048511,171.17511111111108,184.8,5.118593556827906,26.20000000000016,178.3,8.097324661063361,65.56666666666487,298.8,299.0,298.8,299.0,308.9,309.1,308.9,309.1,1394.0,1679.0,1393.0,1829.0,28.7,65.7,22.9,65.7,179.0,191.0,167.0,191.0
