Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],TWF,HDF,PWF,OSF,RNF,timestamp,Ambient_Temperature,Load_Density,Humidity,Shift,Day_Type,temp_diff,load_ratio,humidity_impact,Machine failure
2,298.4,308.6,1527,40.9,96,0,0,0,0,0,2025-01-01 03:17:00,21,36,67,2,1,10.200000000000044,0.36,24.12,0
1,298.4,308.7,1588,35.0,99,0,0,0,0,0,2025-01-01 03:18:00,25,70,73,0,1,10.300000000000011,0.7,51.1,0
1,298.4,308.6,1433,47.1,101,0,0,0,0,0,2025-01-01 03:19:00,30,69,78,1,1,10.200000000000044,0.69,53.81999999999999,0
1,298.4,308.6,1609,35.0,103,0,0,0,0,0,2025-01-01 03:20:00,35,32,86,1,0,10.200000000000044,0.32,27.52,0
1,298.3,308.5,1575,41.2,105,0,0,0,0,0,2025-01-01 03:21:00,35,46,58,1,1,10.199999999999989,0.46,26.68,0
2,298.4,308.5,1636,35.7,107,0,0,0,0,0,2025-01-01 03:22:00,20,95,81,1,0,10.100000000000025,0.95,76.95,0
1,298.4,308.5,1490,37.9,110,0,0,0,0,0,2025-01-01 03:23:00,28,81,85,2,1,10.100000000000025,0.81,68.85000000000001,0
1,298.4,308.5,1741,32.8,112,0,0,0,0,0,2025-01-01 03:24:00,25,51,75,2,1,10.100000000000025,0.51,38.25,0
2,298.5,308.6,1344,53.0,114,0,0,0,0,0,2025-01-01 03:25:00,35,33,82,0,1,10.100000000000025,0.33,27.06,0
1,298.5,308.7,1609,35.3,117,0,0,0,0,0,2025-01-01 03:26:00,22,35,42,1,0,10.199999999999989,0.35,14.7,0
2,298.4,308.7,1421,60.7,119,0,0,1,0,0,2025-01-01 03:27:00,39,67,62,0,1,10.300000000000011,0.67,41.54,1
1,298.4,308.6,1591,36.7,122,0,0,0,0,0,2025-01-01 03:28:00,23,55,56,0,1,10.200000000000044,0.55,30.800000000000004,0
1,298.4,308.6,1477,44.0,124,0,0,0,0,0,2025-01-01 03:29:00,38,40,46,0,1,10.200000000000044,0.4,18.4,0
1,298.4,308.7,1523,36.1,126,0,0,0,0,0,2025-01-01 03:30:00,22,46,65,0,0,10.300000000000011,0.46,29.9,0
1,298.5,308.7,1575,33.9,128,0,0,0,0,0,2025-01-01 03:31:00,38,60,82,0,1,10.199999999999989,0.6,49.2,0
0,298.4,308.7,1344,52.9,130,0,0,0,0,0,2025-01-01 03:32:00,39,64,57,2,1,10.300000000000011,0.64,36.48,0
1,298.4,308.7,1386,44.9,135,0,0,0,0,0,2025-01-01 03:33:00,26,45,85,2,0,10.300000000000011,0.45,38.25,0
2,298.3,308.6,1589,37.1,137,0,0,0,0,0,2025-01-01 03:34:00,39,47,85,0,0,10.300000000000011,0.47,39.95,0
1,298.3,308.6,1548,40.3,140,0,0,0,0,0,2025-01-01 03:35:00,28,91,45,2,0,10.300000000000011,0.91,40.95,0
1,298.3,308.6,1499,38.3,142,0,0,0,0,0,2025-01-01 03:36:00,20,56,70,2,0,10.300000000000011,0.56,39.2,0
1,298.3,308.5,1664,31.6,144,0,0,0,0,0,2025-01-01 03:37:00,27,64,68,0,1,10.199999999999989,0.64,43.52,0
1,298.3,308.6,1447,38.1,146,0,0,0,0,0,2025-01-01 03:38:00,26,74,48,2,1,10.300000000000011,0.74,35.52,0
2,298.3,308.5,1434,46.2,148,0,0,0,0,0,2025-01-01 03:39:00,37,64,74,2,0,10.199999999999989,0.64,47.36,0
1,298.3,308.5,1416,52.7,151,0,0,0,0,0,2025-01-01 03:40:00,27,57,56,1,0,10.199999999999989,0.57,31.92,0
0,298.4,308.5,1827,24.3,153,0,0,0,0,0,2025-01-01 03:41:00,20,38,51,0,0,10.100000000000025,0.38,19.38,0
1,298.4,308.6,1304,45.0,158,0,0,0,0,0,2025-01-01 03:42:00,30,44,75,1,0,10.200000000000044,0.44,33.0,0
1,298.4,308.6,1569,34.4,160,0,0,0,0,0,2025-01-01 03:43:00,37,50,87,1,1,10.200000000000044,0.5,43.5,0
1,298.3,308.6,1584,29.3,162,0,0,0,0,0,2025-01-01 03:44:00,29,81,63,0,0,10.300000000000011,0.81,51.03,0
1,298.3,308.5,1362,53.8,164,0,0,0,0,0,2025-01-01 03:45:00,22,64,49,1,0,10.199999999999989,0.64,31.36,0
1,298.3,308.4,1329,49.2,166,0,0,0,0,0,2025-01-01 03:46:00,26,80,69,1,1,10.099999999999966,0.8,55.2,0
1,298.3,308.5,1539,36.1,168,0,0,0,0,0,2025-01-01 03:47:00,35,84,68,2,1,10.199999999999989,0.84,57.12,0
2,298.3,308.5,1629,37.1,170,0,0,0,0,0,2025-01-01 03:48:00,35,73,78,1,0,10.199999999999989,0.73,56.94,0
1,298.3,308.5,1538,32.2,173,0,0,0,0,0,2025-01-01 03:49:00,39,94,49,0,0,10.199999999999989,0.94,46.06,0
1,298.3,308.6,1570,34.8,175,0,0,0,0,0,2025-01-01 03:50:00,36,54,78,2,0,10.300000000000011,0.54,42.120000000000005,0
1,298.3,308.4,1408,43.1,177,0,0,0,0,0,2025-01-01 03:51:00,21,76,67,2,1,10.099999999999966,0.76,50.92,0
1,298.2,308.4,1424,47.6,179,0,0,0,0,0,2025-01-01 03:52:00,20,85,57,2,1,10.199999999999989,0.85,48.45,0
1,298.2,308.4,1512,34.9,181,0,0,0,0,0,2025-01-01 03:53:00,35,67,80,0,1,10.199999999999989,0.67,53.6,0
1,298.2,308.4,1478,42.9,183,0,0,0,0,0,2025-01-01 03:54:00,31,40,89,0,0,10.199999999999989,0.4,35.6,0
2,298.1,308.3,1680,33.7,185,0,0,0,0,0,2025-01-01 03:55:00,24,96,56,0,0,10.199999999999989,0.96,53.76,0
1,298.1,308.3,1495,38.7,188,0,0,0,0,0,2025-01-01 03:56:00,24,44,50,1,1,10.199999999999989,0.44,22.0,0
2,298.0,308.1,1552,36.6,190,0,0,0,0,0,2025-01-01 03:57:00,28,30,40,1,1,10.100000000000025,0.3,12.0,0
1,297.9,308.1,1393,50.3,193,0,0,0,0,0,2025-01-01 03:58:00,28,36,56,2,1,10.200000000000044,0.36,20.16,0
1,298.0,308.2,1611,30.6,195,0,0,0,0,0,2025-01-01 03:59:00,22,30,75,2,0,10.199999999999989,0.3,22.5,0
2,298.0,308.1,1339,51.6,197,0,0,0,0,0,2025-01-01 04:00:00,38,78,75,0,1,10.100000000000025,0.78,58.5,0
1,298.0,308.1,1777,24.3,200,0,0,0,0,0,2025-01-01 04:01:00,35,58,85,0,1,10.100000000000025,0.58,49.3,0
1,298.0,308.2,1348,58.8,202,0,0,0,1,0,2025-01-01 04:02:00,35,55,48,1,1,10.199999999999989,0.55,26.4,1
1,298.0,308.2,1442,44.1,204,0,0,0,0,0,2025-01-01 04:03:00,22,74,84,1,0,10.199999999999989,0.74,62.16,0
2,298.0,308.2,1395,49.1,206,0,0,0,0,0,2025-01-01 04:04:00,39,100,67,0,1,10.199999999999989,1.0,67.0,0
2,297.9,308.1,1627,31.4,209,0,0,0,0,0,2025-01-01 04:05:00,20,41,87,0,0,10.200000000000044,0.41,35.669999999999995,0
1,297.9,308.1,1585,33.5,212,0,0,0,0,0,2025-01-01 04:06:00,39,61,72,1,0,10.200000000000044,0.61,43.92,0
1,298.0,308.2,1469,45.5,214,0,0,0,0,0,2025-01-01 04:07:00,30,49,42,2,0,10.199999999999989,0.49,20.58,0
1,298.0,308.3,1362,56.8,216,0,0,0,1,0,2025-01-01 04:08:00,36,80,90,2,1,10.300000000000011,0.8,72.0,1
1,298.0,308.3,1405,56.2,218,0,0,0,1,0,2025-01-01 04:09:00,27,65,47,1,0,10.300000000000011,0.65,30.55,1
1,298.0,308.3,1662,32.7,0,0,0,0,0,0,2025-01-01 04:10:00,23,96,89,1,1,10.300000000000011,0.96,85.44,0
2,298.0,308.2,1466,42.6,2,0,0,0,0,0,2025-01-01 04:11:00,25,30,45,2,0,10.199999999999989,0.3,13.5,0
1,298.0,308.2,1620,35.8,5,0,0,0,0,0,2025-01-01 04:12:00,27,56,45,1,0,10.199999999999989,0.56,25.200000000000003,0
1,298.0,308.2,1357,48.2,7,0,0,0,0,0,2025-01-01 04:13:00,39,69,68,2,0,10.199999999999989,0.69,46.92,0
1,298.0,308.2,1514,37.9,9,0,0,0,0,0,2025-01-01 04:14:00,22,43,76,2,1,10.199999999999989,0.43,32.68,0
1,298.0,308.2,1489,40.4,11,0,0,0,0,0,2025-01-01 04:15:00,35,98,51,1,1,10.199999999999989,0.98,49.98,0
1,298.1,308.3,1331,63.0,13,0,0,0,0,0,2025-01-01 04:16:00,22,35,48,0,1,10.199999999999989,0.35,16.799999999999997,0
1,298.0,308.0,1615,29.5,15,0,0,0,0,0,2025-01-01 04:17:00,37,62,80,0,1,10.0,0.62,49.6,0
1,298.1,308.2,1482,37.9,17,0,0,0,0,0,2025-01-01 04:18:00,33,84,88,0,0,10.099999999999966,0.84,73.92,0
2,298.1,308.2,1420,63.9,19,0,0,1,0,0,2025-01-01 04:19:00,37,48,58,0,0,10.099999999999966,0.48,27.84,1
2,298.2,308.3,1522,49.1,22,0,0,0,0,0,2025-01-01 04:20:00,21,58,56,0,0,10.100000000000025,0.58,32.48,0
1,298.1,308.2,1654,32.1,25,0,0,0,0,0,2025-01-01 04:21:00,22,90,87,0,0,10.099999999999966,0.9,78.3,0
2,298.1,308.2,1736,26.8,27,0,0,0,0,0,2025-01-01 04:22:00,35,99,83,0,0,10.099999999999966,0.99,82.17,0
2,298.0,308.1,1587,32.3,30,0,0,0,0,0,2025-01-01 04:23:00,28,53,71,1,1,10.100000000000025,0.53,37.63,0
1,298.1,308.2,1390,47.5,33,0,0,0,0,0,2025-01-01 04:24:00,23,52,74,1,0,10.099999999999966,0.52,38.48,0
1,298.0,308.1,1454,37.1,35,0,0,0,0,0,2025-01-01 04:25:00,20,39,53,0,1,10.100000000000025,0.39,20.67,0
0,298.0,308.1,1440,43.7,37,0,0,0,0,0,2025-01-01 04:26:00,23,83,88,1,1,10.100000000000025,0.83,73.03999999999999,0
1,297.9,308.0,1954,21.1,42,0,0,0,0,0,2025-01-01 04:27:00,20,70,55,2,1,10.100000000000025,0.7,38.5,0
0,297.9,308.0,1800,24.8,44,0,0,0,0,0,2025-01-01 04:28:00,33,78,60,0,0,10.100000000000025,0.78,46.8,0
1,298.0,308.0,1524,37.0,49,0,0,0,0,0,2025-01-01 04:29:00,40,46,51,2,1,10.0,0.46,23.46,0
0,298.0,308.0,1520,39.6,51,0,0,0,0,0,2025-01-01 04:30:00,35,85,63,1,1,10.0,0.85,53.55,0
2,298.1,308.1,1452,40.8,56,0,0,0,0,0,2025-01-01 04:31:00,39,74,73,0,1,10.0,0.74,54.02,0
1,298.1,308.1,1484,40.4,59,0,0,0,0,0,2025-01-01 04:32:00,27,59,47,2,1,10.0,0.59,27.73,0
1,298.1,308.0,1426,46.0,61,0,0,0,0,0,2025-01-01 04:33:00,26,73,83,1,0,9.899999999999975,0.73,60.59,0
1,298.1,308.0,1652,28.5,63,0,0,0,0,0,2025-01-01 04:34:00,22,84,60,0,0,9.899999999999975,0.84,50.4,0
1,298.0,308.0,1401,54.7,65,0,0,0,0,0,2025-01-01 04:35:00,36,48,87,0,0,10.0,0.48,41.76,0
2,298.0,307.9,1750,26.6,67,0,0,0,0,0,2025-01-01 04:36:00,20,58,47,2,1,9.899999999999975,0.58,27.26,0
0,298.0,308.0,1479,50.7,70,0,0,0,0,0,2025-01-01 04:37:00,35,31,67,2,1,10.0,0.31,20.77,0
2,298.0,308.0,1620,29.4,75,0,0,0,0,0,2025-01-01 04:38:00,31,65,55,2,0,10.0,0.65,35.75,0
1,298.0,308.1,1819,23.4,78,0,0,0,0,0,2025-01-01 04:39:00,38,48,49,1,0,10.100000000000025,0.48,23.52,0
2,298.1,308.1,1456,43.7,80,0,0,0,0,0,2025-01-01 04:40:00,33,36,54,2,1,10.0,0.36,19.44,0
1,298.1,308.0,1626,36.5,83,0,0,0,0,0,2025-01-01 04:41:00,25,55,43,2,1,9.899999999999975,0.55,23.65,0
2,298.1,308.1,1390,49.8,85,0,0,0,0,0,2025-01-01 04:42:00,25,67,65,2,0,10.0,0.67,43.55,0
1,298.2,308.2,1469,43.0,88,0,0,0,0,0,2025-01-01 04:43:00,32,32,54,0,0,10.0,0.32,17.28,0
1,298.2,308.3,2051,19.2,90,0,0,0,0,0,2025-01-01 04:44:00,38,95,75,2,1,10.100000000000025,0.95,71.25,0
1,298.2,308.3,1568,36.0,92,0,0,0,0,0,2025-01-01 04:45:00,27,100,71,2,0,10.100000000000025,1.0,71.0,0
1,298.2,308.3,1589,33.2,94,0,0,0,0,0,2025-01-01 04:46:00,21,72,82,1,0,10.100000000000025,0.72,59.04,0
1,298.2,308.3,1805,31.6,96,0,0,0,0,0,2025-01-01 04:47:00,40,91,77,1,1,10.100000000000025,0.91,70.07000000000001,0
0,298.2,308.4,1385,42.2,98,0,0,0,0,0,2025-01-01 04:48:00,20,100,43,2,0,10.199999999999989,1.0,43.0,0
1,298.1,308.4,1436,46.7,103,0,0,0,0,0,2025-01-01 04:49:00,34,53,80,1,0,10.299999999999956,0.53,42.400000000000006,0
1,298.1,308.4,1438,45.6,105,0,0,0,0,0,2025-01-01 04:50:00,20,68,48,1,1,10.299999999999956,0.68,32.64,0
1,298.0,308.3,1473,42.6,107,0,0,0,0,0,2025-01-01 04:51:00,24,97,74,1,0,10.300000000000011,0.97,71.78,0
1,298.1,308.4,1335,40.2,109,0,0,0,0,0,2025-01-01 04:52:00,35,73,67,0,1,10.299999999999956,0.73,48.91,0
0,298.1,308.5,1392,44.8,111,0,0,0,0,0,2025-01-01 04:53:00,38,34,76,2,0,10.399999999999975,0.34,25.840000000000003,0
2,298.1,308.5,1372,51.1,116,0,0,0,0,0,2025-01-01 04:54:00,23,84,86,2,0,10.399999999999975,0.84,72.24,0
2,298.1,308.6,1716,30.7,119,0,0,0,0,0,2025-01-01 04:55:00,22,59,48,2,1,10.5,0.59,28.32,0
1,298.0,308.5,1395,46.2,122,0,0,0,0,0,2025-01-01 04:56:00,36,58,41,1,0,10.5,0.58,23.78,0
1,298.0,308.5,1713,25.3,124,0,0,0,0,0,2025-01-01 04:57:00,36,55,42,1,0,10.5,0.55,23.1,0
0,297.9,308.5,2129,18.7,126,0,0,0,0,0,2025-01-01 04:58:00,31,55,83,1,1,10.600000000000025,0.55,45.650000000000006,0
2,297.8,308.3,1567,35.6,131,0,0,0,0,0,2025-01-01 04:59:00,33,66,87,0,1,10.5,0.66,57.42,0
1,297.8,308.4,1622,38.3,134,0,0,0,0,0,2025-01-01 05:00:00,40,82,44,1,0,10.599999999999966,0.82,36.08,0
1,297.7,308.4,1740,27.1,136,0,0,0,0,0,2025-01-01 05:01:00,25,59,49,0,0,10.699999999999989,0.59,28.91,0
0,297.8,308.4,1512,35.1,138,0,0,0,0,0,2025-01-01 05:02:00,22,32,67,2,0,10.599999999999966,0.32,21.44,0
2,297.8,308.4,1479,43.5,143,0,0,0,0,0,2025-01-01 05:03:00,28,72,54,1,1,10.599999999999966,0.72,38.88,0
1,297.8,308.4,1737,27.5,146,0,0,0,0,0,2025-01-01 05:04:00,24,36,53,0,0,10.599999999999966,0.36,19.08,0
1,297.8,308.4,2129,19.2,148,0,0,0,0,0,2025-01-01 05:05:00,36,78,85,0,0,10.599999999999966,0.78,66.3,0
1,297.8,308.4,1374,47.1,150,0,0,0,0,0,2025-01-01 05:06:00,33,70,62,1,1,10.599999999999966,0.7,43.4,0
2,297.8,308.4,1579,36.6,152,0,0,0,0,0,2025-01-01 05:07:00,40,83,52,0,1,10.599999999999966,0.83,43.16,0
1,297.9,308.5,1305,47.2,155,0,0,0,0,0,2025-01-01 05:08:00,22,98,55,1,1,10.600000000000025,0.98,53.9,0
2,297.9,308.5,1449,40.8,157,0,0,0,0,0,2025-01-01 05:09:00,20,56,69,0,1,10.600000000000025,0.56,38.64,0
0,298.0,308.6,1526,41.8,160,0,0,0,0,0,2025-01-01 05:10:00,39,37,79,2,0,10.600000000000025,0.37,29.23,0
2,298.0,308.6,1453,44.1,165,0,0,0,0,0,2025-01-01 05:11:00,40,61,47,2,0,10.600000000000025,0.61,28.67,0
1,297.9,308.6,1468,36.0,168,0,0,0,0,0,2025-01-01 05:12:00,20,93,56,2,0,10.700000000000044,0.93,52.080000000000005,0
1,298.0,308.6,1313,50.8,170,0,0,0,0,0,2025-01-01 05:13:00,22,39,69,1,1,10.600000000000025,0.39,26.91,0
2,297.9,308.5,1300,53.0,172,0,0,0,0,0,2025-01-01 05:14:00,37,42,56,2,0,10.600000000000025,0.42,23.52,0
1,297.9,308.4,1646,40.6,175,0,0,0,0,0,2025-01-01 05:15:00,29,92,74,2,0,10.5,0.92,68.08,0
1,297.8,308.4,1714,33.2,177,0,0,0,0,0,2025-01-01 05:16:00,22,64,40,2,0,10.599999999999966,0.64,25.6,0
1,297.8,308.4,1685,28.4,179,0,0,0,0,0,2025-01-01 05:17:00,27,90,88,1,1,10.599999999999966,0.9,79.2,0
1,297.8,308.4,1512,39.9,181,0,0,0,0,0,2025-01-01 05:18:00,33,83,63,0,0,10.599999999999966,0.83,52.29,0
1,297.8,308.4,1612,32.1,183,0,0,0,0,0,2025-01-01 05:19:00,37,37,87,1,0,10.599999999999966,0.37,32.19,0
0,297.8,308.4,1550,38.2,185,0,0,0,0,0,2025-01-01 05:20:00,34,58,88,1,1,10.599999999999966,0.58,51.04,0
1,297.8,308.4,1518,32.5,190,0,0,0,0,0,2025-01-01 05:21:00,21,70,64,2,0,10.599999999999966,0.7,44.8,0
1,297.8,308.5,1448,40.0,192,0,0,0,0,0,2025-01-01 05:22:00,29,59,41,0,1,10.699999999999989,0.59,24.19,0
1,297.8,308.5,1561,46.3,194,0,0,0,0,0,2025-01-01 05:23:00,21,50,64,2,1,10.699999999999989,0.5,32.0,0
2,297.8,308.5,1488,41.9,196,0,0,0,0,0,2025-01-01 05:24:00,36,40,53,2,0,10.699999999999989,0.4,21.200000000000003,0
1,297.8,308.5,1699,27.8,199,0,0,0,0,0,2025-01-01 05:25:00,27,31,78,1,1,10.699999999999989,0.31,24.18,0
1,297.7,308.5,1501,41.4,201,0,0,0,0,0,2025-01-01 05:26:00,20,79,90,1,1,10.800000000000011,0.79,71.10000000000001,0
1,297.7,308.5,1373,56.7,203,0,0,0,1,0,2025-01-01 05:27:00,28,70,72,1,1,10.800000000000011,0.7,50.4,1
0,297.6,308.4,1703,31.4,205,0,0,0,0,0,2025-01-01 05:28:00,30,95,56,2,0,10.799999999999956,0.95,53.2,0
0,297.7,308.5,1720,29.9,210,0,0,0,0,0,2025-01-01 05:29:00,35,32,70,0,1,10.800000000000011,0.32,22.4,0
2,297.6,308.4,1398,41.9,215,0,0,0,0,0,2025-01-01 05:30:00,26,80,49,0,0,10.799999999999956,0.8,39.2,0
2,297.6,308.4,1391,51.9,218,0,0,0,0,0,2025-01-01 05:31:00,29,97,45,2,0,10.799999999999956,0.97,43.65,0
2,297.6,308.3,1538,40.2,0,0,0,0,0,0,2025-01-01 05:32:00,22,54,78,0,1,10.699999999999989,0.54,42.120000000000005,0
1,297.5,308.2,1647,31.3,3,0,0,0,0,0,2025-01-01 05:33:00,37,59,64,2,1,10.699999999999989,0.59,37.76,0
2,297.5,308.1,1469,44.8,5,0,0,0,0,0,2025-01-01 05:34:00,32,40,77,0,0,10.600000000000025,0.4,30.8,0
1,297.4,308.1,1749,25.9,8,0,0,0,0,0,2025-01-01 05:35:00,26,46,76,2,1,10.700000000000044,0.46,34.96,0
2,297.6,308.2,1995,20.5,10,0,0,0,0,0,2025-01-01 05:36:00,23,55,69,0,0,10.599999999999966,0.55,37.95,0
1,297.6,308.3,1742,27.7,13,0,0,0,0,0,2025-01-01 05:37:00,32,52,73,1,0,10.699999999999989,0.52,37.96,0
1,297.5,308.2,1563,38.2,15,0,0,0,0,0,2025-01-01 05:38:00,39,85,57,1,1,10.699999999999989,0.85,48.45,0
2,297.5,308.2,1713,32.2,17,0,0,0,0,0,2025-01-01 05:39:00,20,81,63,1,1,10.699999999999989,0.81,51.03,0
1,297.4,308.1,1474,39.4,20,0,0,0,0,0,2025-01-01 05:40:00,27,77,88,1,1,10.700000000000044,0.77,67.76,0
2,297.4,308.2,1530,32.6,22,0,0,0,0,0,2025-01-01 05:41:00,33,49,66,2,1,10.800000000000011,0.49,32.34,0
1,297.4,308.2,1471,46.5,25,0,0,0,0,0,2025-01-01 05:42:00,35,31,66,0,1,10.800000000000011,0.31,20.46,0
1,297.5,308.3,1388,48.6,27,0,0,0,0,0,2025-01-01 05:43:00,33,60,78,2,1,10.800000000000011,0.6,46.8,0
2,297.5,308.2,2448,13.8,29,0,0,0,0,0,2025-01-01 05:44:00,31,56,60,1,1,10.699999999999989,0.56,33.6,0
1,297.5,308.3,1585,32.9,32,0,0,0,0,0,2025-01-01 05:45:00,38,31,58,0,1,10.800000000000011,0.31,17.98,0
2,297.5,308.3,1459,45.2,34,0,0,0,0,0,2025-01-01 05:46:00,34,33,78,2,1,10.800000000000011,0.33,25.74,0
1,297.5,308.3,1544,40.8,37,0,0,0,0,0,2025-01-01 05:47:00,21,42,62,1,1,10.800000000000011,0.42,26.04,0
1,297.6,308.3,1617,31.7,39,0,0,0,0,0,2025-01-01 05:48:00,21,64,78,0,0,10.699999999999989,0.64,49.92,0
1,297.6,308.3,1595,34.3,41,0,0,0,0,0,2025-01-01 05:49:00,38,95,87,0,1,10.699999999999989,0.95,82.64999999999999,0
0,297.6,308.3,1400,44.3,43,0,0,0,0,0,2025-01-01 05:50:00,36,35,83,1,1,10.699999999999989,0.35,29.05,0
2,297.6,308.4,1611,31.0,48,0,0,0,0,0,2025-01-01 05:51:00,39,60,86,1,1,10.799999999999956,0.6,51.6,0
2,297.6,308.4,1507,46.0,51,0,0,0,0,0,2025-01-01 05:52:00,29,39,54,0,0,10.799999999999956,0.39,21.06,0
0,297.5,308.3,1674,30.0,54,0,0,0,0,0,2025-01-01 05:53:00,25,50,82,1,1,10.800000000000011,0.5,41.0,0
1,297.6,308.3,1658,34.3,59,0,0,0,0,0,2025-01-01 05:54:00,34,52,41,2,1,10.699999999999989,0.52,21.32,0
1,297.6,308.3,1623,36.9,61,0,0,0,0,0,2025-01-01 05:55:00,30,32,74,1,1,10.699999999999989,0.32,23.68,0
2,297.6,308.4,1398,48.9,63,0,0,0,0,0,2025-01-01 05:56:00,24,61,90,1,1,10.799999999999956,0.61,54.9,0
1,297.6,308.4,1517,34.2,66,0,0,0,0,0,2025-01-01 05:57:00,20,49,59,1,1,10.799999999999956,0.49,28.91,0
2,297.6,308.3,1467,36.7,68,0,0,0,0,0,2025-01-01 05:58:00,27,58,67,0,0,10.699999999999989,0.58,38.86,0
2,297.6,308.3,1567,34.6,71,0,0,0,0,0,2025-01-01 05:59:00,40,81,54,0,1,10.699999999999989,0.81,43.74,0
2,297.5,308.3,1521,38.2,74,0,0,0,0,0,2025-01-01 06:00:00,31,75,55,1,1,10.800000000000011,0.75,41.25,0
1,297.5,308.3,1596,36.8,77,0,0,0,0,0,2025-01-01 06:01:00,31,63,72,0,0,10.800000000000011,0.63,45.36,0
0,297.6,308.3,1640,30.9,79,0,0,0,0,0,2025-01-01 06:02:00,24,90,86,1,0,10.699999999999989,0.9,77.4,0
1,297.6,308.3,1438,47.8,84,0,0,0,0,0,2025-01-01 06:03:00,26,100,51,2,0,10.699999999999989,1.0,51.0,0
1,297.6,308.4,1407,55.2,86,0,0,0,0,0,2025-01-01 06:04:00,23,99,78,0,1,10.799999999999956,0.99,77.22,0
1,297.6,308.4,1353,57.5,88,0,0,0,0,0,2025-01-01 06:05:00,25,40,78,1,1,10.799999999999956,0.4,31.200000000000003,0
2,297.6,308.5,1552,40.9,90,0,0,0,0,0,2025-01-01 06:06:00,32,92,82,0,0,10.899999999999975,0.92,75.44,0
2,297.6,308.4,1569,38.3,93,0,0,0,0,0,2025-01-01 06:07:00,39,50,59,2,1,10.799999999999956,0.5,29.5,0
1,297.5,308.4,1489,39.5,96,0,0,0,0,0,2025-01-01 06:08:00,34,32,68,2,1,10.899999999999975,0.32,21.76,0
0,297.5,308.4,1587,36.1,98,0,0,0,0,0,2025-01-01 06:09:00,22,39,82,1,1,10.899999999999975,0.39,31.98,0
2,297.5,308.3,1622,37.2,103,0,0,0,0,0,2025-01-01 06:10:00,27,56,88,0,1,10.800000000000011,0.56,49.28,0
1,297.5,308.4,1604,38.1,106,0,0,0,0,0,2025-01-01 06:11:00,39,41,42,2,1,10.899999999999975,0.41,17.22,0
2,297.4,308.3,1405,51.7,108,0,0,0,0,0,2025-01-01 06:12:00,35,36,87,0,0,10.900000000000034,0.36,31.32,0
1,297.4,308.3,1412,42.0,111,0,0,0,0,0,2025-01-01 06:13:00,32,46,44,1,0,10.900000000000034,0.46,20.24,0
1,297.4,308.3,1431,43.0,113,0,0,0,0,0,2025-01-01 06:14:00,37,94,41,2,0,10.900000000000034,0.94,38.54,0
1,297.4,308.2,1533,37.4,115,0,0,0,0,0,2025-01-01 06:15:00,29,93,62,2,1,10.800000000000011,0.93,57.66,0
2,297.4,308.2,1401,51.9,117,0,0,0,0,0,2025-01-01 06:16:00,38,55,65,0,0,10.800000000000011,0.55,35.75,0
2,297.4,308.2,1424,53.9,120,0,0,0,0,0,2025-01-01 06:17:00,36,44,65,2,1,10.800000000000011,0.44,28.6,0
1,297.3,308.2,1754,29.4,123,0,0,0,0,0,2025-01-01 06:18:00,38,62,46,1,0,10.899999999999975,0.62,28.52,0
1,297.3,308.2,1754,26.8,125,0,0,0,0,0,2025-01-01 06:19:00,24,91,49,1,0,10.899999999999975,0.91,44.59,0
1,297.5,308.3,2564,12.8,127,0,0,1,0,0,2025-01-01 06:20:00,40,76,44,2,0,10.800000000000011,0.76,33.44,1
1,297.5,308.5,1546,40.4,129,0,0,0,0,0,2025-01-01 06:21:00,28,64,86,1,0,11.0,0.64,55.04,0
1,297.5,308.5,1335,48.0,131,0,0,0,0,0,2025-01-01 06:22:00,31,94,51,2,1,11.0,0.94,47.94,0
2,297.5,308.6,1842,27.0,133,0,0,0,0,0,2025-01-01 06:23:00,40,54,71,2,0,11.100000000000025,0.54,38.34,0
1,297.5,308.5,1712,26.8,136,0,0,0,0,0,2025-01-01 06:24:00,20,86,81,2,0,11.0,0.86,69.66,0
2,297.6,308.6,1414,45.4,138,0,0,0,0,0,2025-01-01 06:25:00,20,61,70,2,0,11.0,0.61,42.7,0
1,297.6,308.7,1319,50.9,141,0,0,0,0,0,2025-01-01 06:26:00,34,92,61,0,1,11.099999999999966,0.92,56.120000000000005,0
1,297.7,308.7,1249,60.4,143,0,0,0,0,0,2025-01-01 06:27:00,21,41,56,2,0,11.0,0.41,22.96,0
1,297.6,308.7,1455,48.2,145,0,0,0,0,0,2025-01-01 06:28:00,35,92,59,1,0,11.099999999999966,0.92,54.28,0
2,297.6,308.7,1408,54.8,147,0,0,0,0,0,2025-01-01 06:29:00,27,30,59,0,0,11.099999999999966,0.3,17.7,0
1,297.6,308.7,1460,46.7,150,0,0,0,0,0,2025-01-01 06:30:00,32,80,82,1,0,11.099999999999966,0.8,65.60000000000001,0
1,297.6,308.6,1491,38.1,152,0,0,0,0,0,2025-01-01 06:31:00,40,99,47,2,0,11.0,0.99,46.53,0
2,297.6,308.5,1490,43.4,154,0,0,0,0,0,2025-01-01 06:32:00,20,37,86,1,1,10.899999999999975,0.37,31.82,0
2,297.5,308.4,1350,52.2,157,0,0,0,0,0,2025-01-01 06:33:00,35,97,73,0,0,10.899999999999975,0.97,70.81,0
1,297.5,308.4,1528,39.9,160,0,0,0,0,0,2025-01-01 06:34:00,26,34,88,1,1,10.899999999999975,0.34,29.92,0
