UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,timestamp,Timestamp,Ambient_Temperature,Load_Density,Humidity,Shift,Day_Type
177,L47356,L,298.2,308.1,1618,34.7,39,0,0,0,0,0,0,2025-01-01 02:56:00,2025-01-01 02:56:00,36,74,85,Morning,Weekday
178,L47357,L,298.2,308.2,1988,21.4,41,0,0,0,0,0,0,2025-01-01 02:57:00,2025-01-01 02:57:00,24,65,44,Night,Weekend
179,L47358,L,298.2,308.2,1436,50.2,43,0,0,0,0,0,0,2025-01-01 02:58:00,2025-01-01 02:58:00,36,70,56,Night,Weekend
180,L47359,L,298.2,308.3,1304,49.8,45,0,0,0,0,0,0,2025-01-01 02:59:00,2025-01-01 02:59:00,36,71,61,Evening,Weekend
181,L47360,L,298.2,308.3,1475,49.9,47,0,0,0,0,0,0,2025-01-01 03:00:00,2025-01-01 03:00:00,36,36,78,Morning,Weekend
182,H29595,H,298.2,308.3,1824,24.2,49,0,0,0,0,0,0,2025-01-01 03:01:00,2025-01-01 03:01:00,21,44,80,Morning,Weekday
183,M15042,M,298.1,308.2,1342,48.1,54,0,0,0,0,0,0,2025-01-01 03:02:00,2025-01-01 03:02:00,21,89,87,Morning,Weekday
184,L47363,L,298.1,308.2,1485,40.7,57,0,0,0,0,0,0,2025-01-01 03:03:00,2025-01-01 03:03:00,24,69,57,Morning,Weekend
185,L47364,L,298.2,308.2,1667,30.6,59,0,0,0,0,0,0,2025-01-01 03:04:00,2025-01-01 03:04:00,20,66,67,Morning,Weekday
186,L47365,L,298.2,308.2,1446,38.2,61,0,0,0,0,0,0,2025-01-01 03:05:00,2025-01-01 03:05:00,20,95,52,Night,Weekday
187,L47366,L,298.1,308.3,1301,56.0,63,0,0,0,0,0,0,2025-01-01 03:06:00,2025-01-01 03:06:00,38,84,89,Night,Weekend
188,L47367,L,298.2,308.4,1379,43.1,65,0,0,0,0,0,0,2025-01-01 03:07:00,2025-01-01 03:07:00,21,85,81,Morning,Weekend
189,L47368,L,298.3,308.5,1606,33.6,67,0,0,0,0,0,0,2025-01-01 03:08:00,2025-01-01 03:08:00,40,73,40,Night,Weekday
190,M15049,M,298.3,308.4,1539,43.4,69,0,0,0,0,0,0,2025-01-01 03:09:00,2025-01-01 03:09:00,31,86,89,Night,Weekend
191,L47370,L,298.2,308.4,1477,49.9,72,0,0,0,0,0,0,2025-01-01 03:10:00,2025-01-01 03:10:00,25,35,58,Morning,Weekday
192,L47371,L,298.2,308.4,1666,34.6,74,0,0,0,0,0,0,2025-01-01 03:11:00,2025-01-01 03:11:00,23,61,73,Night,Weekday
193,H29606,H,298.2,308.4,1398,51.8,76,0,0,0,0,0,0,2025-01-01 03:12:00,2025-01-01 03:12:00,30,47,43,Morning,Weekend
194,H29607,H,298.2,308.4,1678,34.6,81,0,0,0,0,0,0,2025-01-01 03:13:00,2025-01-01 03:13:00,36,97,82,Night,Weekend
195,M15054,M,298.2,308.5,2678,10.7,86,1,0,0,1,0,0,2025-01-01 03:14:00,2025-01-01 03:14:00,25,36,42,Morning,Weekend
196,L47375,L,298.3,308.5,1453,42.9,89,0,0,0,0,0,0,2025-01-01 03:15:00,2025-01-01 03:15:00,24,37,80,Morning,Weekday
197,H29610,H,298.3,308.6,1432,49.5,91,0,0,0,0,0,0,2025-01-01 03:16:00,2025-01-01 03:16:00,39,93,49,Night,Weekend
198,M15057,M,298.4,308.6,1527,40.9,96,0,0,0,0,0,0,2025-01-01 03:17:00,2025-01-01 03:17:00,21,36,67,Night,Weekend
199,L47378,L,298.4,308.7,1588,35.0,99,0,0,0,0,0,0,2025-01-01 03:18:00,2025-01-01 03:18:00,25,70,73,Evening,Weekend
200,L47379,L,298.4,308.6,1433,47.1,101,0,0,0,0,0,0,2025-01-01 03:19:00,2025-01-01 03:19:00,30,69,78,Morning,Weekend
201,L47380,L,298.4,308.6,1609,35.0,103,0,0,0,0,0,0,2025-01-01 03:20:00,2025-01-01 03:20:00,35,32,86,Morning,Weekday
202,L47381,L,298.3,308.5,1575,41.2,105,0,0,0,0,0,0,2025-01-01 03:21:00,2025-01-01 03:21:00,35,46,58,Morning,Weekend
203,M15062,M,298.4,308.5,1636,35.7,107,0,0,0,0,0,0,2025-01-01 03:22:00,2025-01-01 03:22:00,20,95,81,Morning,Weekday
204,L47383,L,298.4,308.5,1490,37.9,110,0,0,0,0,0,0,2025-01-01 03:23:00,2025-01-01 03:23:00,28,81,85,Night,Weekend
205,L47384,L,298.4,308.5,1741,32.8,112,0,0,0,0,0,0,2025-01-01 03:24:00,2025-01-01 03:24:00,25,51,75,Night,Weekend
206,M15065,M,298.5,308.6,1344,53.0,114,0,0,0,0,0,0,2025-01-01 03:25:00,2025-01-01 03:25:00,35,33,82,Evening,Weekend
207,L47386,L,298.5,308.7,1609,35.3,117,0,0,0,0,0,0,2025-01-01 03:26:00,2025-01-01 03:26:00,22,35,42,Morning,Weekday
208,M15067,M,298.4,308.7,1421,60.7,119,1,0,0,1,0,0,2025-01-01 03:27:00,2025-01-01 03:27:00,39,67,62,Evening,Weekend
209,L47388,L,298.4,308.6,1591,36.7,122,0,0,0,0,0,0,2025-01-01 03:28:00,2025-01-01 03:28:00,23,55,56,Evening,Weekend
210,L47389,L,298.4,308.6,1477,44.0,124,0,0,0,0,0,0,2025-01-01 03:29:00,2025-01-01 03:29:00,38,40,46,Evening,Weekend
211,L47390,L,298.4,308.7,1523,36.1,126,0,0,0,0,0,0,2025-01-01 03:30:00,2025-01-01 03:30:00,22,46,65,Evening,Weekday
212,L47391,L,298.5,308.7,1575,33.9,128,0,0,0,0,0,0,2025-01-01 03:31:00,2025-01-01 03:31:00,38,60,82,Evening,Weekend
213,H29626,H,298.4,308.7,1344,52.9,130,0,0,0,0,0,0,2025-01-01 03:32:00,2025-01-01 03:32:00,39,64,57,Night,Weekend
214,L47393,L,298.4,308.7,1386,44.9,135,0,0,0,0,0,0,2025-01-01 03:33:00,2025-01-01 03:33:00,26,45,85,Night,Weekday
215,M15074,M,298.3,308.6,1589,37.1,137,0,0,0,0,0,0,2025-01-01 03:34:00,2025-01-01 03:34:00,39,47,85,Evening,Weekday
216,L47395,L,298.3,308.6,1548,40.3,140,0,0,0,0,0,0,2025-01-01 03:35:00,2025-01-01 03:35:00,28,91,45,Night,Weekday
217,L47396,L,298.3,308.6,1499,38.3,142,0,0,0,0,0,0,2025-01-01 03:36:00,2025-01-01 03:36:00,20,56,70,Night,Weekday
218,L47397,L,298.3,308.5,1664,31.6,144,0,0,0,0,0,0,2025-01-01 03:37:00,2025-01-01 03:37:00,27,64,68,Evening,Weekend
219,L47398,L,298.3,308.6,1447,38.1,146,0,0,0,0,0,0,2025-01-01 03:38:00,2025-01-01 03:38:00,26,74,48,Night,Weekend
220,M15079,M,298.3,308.5,1434,46.2,148,0,0,0,0,0,0,2025-01-01 03:39:00,2025-01-01 03:39:00,37,64,74,Night,Weekday
221,L47400,L,298.3,308.5,1416,52.7,151,0,0,0,0,0,0,2025-01-01 03:40:00,2025-01-01 03:40:00,27,57,56,Morning,Weekday
222,H29635,H,298.4,308.5,1827,24.3,153,0,0,0,0,0,0,2025-01-01 03:41:00,2025-01-01 03:41:00,20,38,51,Evening,Weekday
223,L47402,L,298.4,308.6,1304,45.0,158,0,0,0,0,0,0,2025-01-01 03:42:00,2025-01-01 03:42:00,30,44,75,Morning,Weekday
224,L47403,L,298.4,308.6,1569,34.4,160,0,0,0,0,0,0,2025-01-01 03:43:00,2025-01-01 03:43:00,37,50,87,Morning,Weekend
225,L47404,L,298.3,308.6,1584,29.3,162,0,0,0,0,0,0,2025-01-01 03:44:00,2025-01-01 03:44:00,29,81,63,Evening,Weekday
226,L47405,L,298.3,308.5,1362,53.8,164,0,0,0,0,0,0,2025-01-01 03:45:00,2025-01-01 03:45:00,22,64,49,Morning,Weekday
227,L47406,L,298.3,308.4,1329,49.2,166,0,0,0,0,0,0,2025-01-01 03:46:00,2025-01-01 03:46:00,26,80,69,Morning,Weekend
228,L47407,L,298.3,308.5,1539,36.1,168,0,0,0,0,0,0,2025-01-01 03:47:00,2025-01-01 03:47:00,35,84,68,Night,Weekend
229,M15088,M,298.3,308.5,1629,37.1,170,0,0,0,0,0,0,2025-01-01 03:48:00,2025-01-01 03:48:00,35,73,78,Morning,Weekday
230,L47409,L,298.3,308.5,1538,32.2,173,0,0,0,0,0,0,2025-01-01 03:49:00,2025-01-01 03:49:00,39,94,49,Evening,Weekday
231,L47410,L,298.3,308.6,1570,34.8,175,0,0,0,0,0,0,2025-01-01 03:50:00,2025-01-01 03:50:00,36,54,78,Night,Weekday
232,L47411,L,298.3,308.4,1408,43.1,177,0,0,0,0,0,0,2025-01-01 03:51:00,2025-01-01 03:51:00,21,76,67,Night,Weekend
233,L47412,L,298.2,308.4,1424,47.6,179,0,0,0,0,0,0,2025-01-01 03:52:00,2025-01-01 03:52:00,20,85,57,Night,Weekend
234,L47413,L,298.2,308.4,1512,34.9,181,0,0,0,0,0,0,2025-01-01 03:53:00,2025-01-01 03:53:00,35,67,80,Evening,Weekend
235,L47414,L,298.2,308.4,1478,42.9,183,0,0,0,0,0,0,2025-01-01 03:54:00,2025-01-01 03:54:00,31,40,89,Evening,Weekday
236,M15095,M,298.1,308.3,1680,33.7,185,0,0,0,0,0,0,2025-01-01 03:55:00,2025-01-01 03:55:00,24,96,56,Evening,Weekday
237,L47416,L,298.1,308.3,1495,38.7,188,0,0,0,0,0,0,2025-01-01 03:56:00,2025-01-01 03:56:00,24,44,50,Morning,Weekend
238,M15097,M,298.0,308.1,1552,36.6,190,0,0,0,0,0,0,2025-01-01 03:57:00,2025-01-01 03:57:00,28,30,40,Morning,Weekend
239,L47418,L,297.9,308.1,1393,50.3,193,0,0,0,0,0,0,2025-01-01 03:58:00,2025-01-01 03:58:00,28,36,56,Night,Weekend
240,L47419,L,298.0,308.2,1611,30.6,195,0,0,0,0,0,0,2025-01-01 03:59:00,2025-01-01 03:59:00,22,30,75,Night,Weekday
241,M15100,M,298.0,308.1,1339,51.6,197,0,0,0,0,0,0,2025-01-01 04:00:00,2025-01-01 04:00:00,38,78,75,Evening,Weekend
242,L47421,L,298.0,308.1,1777,24.3,200,0,0,0,0,0,0,2025-01-01 04:01:00,2025-01-01 04:01:00,35,58,85,Evening,Weekend
243,L47422,L,298.0,308.2,1348,58.8,202,1,0,0,0,1,0,2025-01-01 04:02:00,2025-01-01 04:02:00,35,55,48,Morning,Weekend
244,L47423,L,298.0,308.2,1442,44.1,204,0,0,0,0,0,0,2025-01-01 04:03:00,2025-01-01 04:03:00,22,74,84,Morning,Weekday
245,M15104,M,298.0,308.2,1395,49.1,206,0,0,0,0,0,0,2025-01-01 04:04:00,2025-01-01 04:04:00,39,100,67,Evening,Weekend
246,M15105,M,297.9,308.1,1627,31.4,209,0,0,0,0,0,0,2025-01-01 04:05:00,2025-01-01 04:05:00,20,41,87,Evening,Weekday
247,L47426,L,297.9,308.1,1585,33.5,212,0,0,0,0,0,0,2025-01-01 04:06:00,2025-01-01 04:06:00,39,61,72,Morning,Weekday
248,L47427,L,298.0,308.2,1469,45.5,214,0,0,0,0,0,0,2025-01-01 04:07:00,2025-01-01 04:07:00,30,49,42,Night,Weekday
249,L47428,L,298.0,308.3,1362,56.8,216,1,0,0,0,1,0,2025-01-01 04:08:00,2025-01-01 04:08:00,36,80,90,Night,Weekend
250,L47429,L,298.0,308.3,1405,56.2,218,1,0,0,0,1,0,2025-01-01 04:09:00,2025-01-01 04:09:00,27,65,47,Morning,Weekday
251,L47430,L,298.0,308.3,1662,32.7,0,0,0,0,0,0,0,2025-01-01 04:10:00,2025-01-01 04:10:00,23,96,89,Morning,Weekend
252,M15111,M,298.0,308.2,1466,42.6,2,0,0,0,0,0,0,2025-01-01 04:11:00,2025-01-01 04:11:00,25,30,45,Night,Weekday
253,L47432,L,298.0,308.2,1620,35.8,5,0,0,0,0,0,0,2025-01-01 04:12:00,2025-01-01 04:12:00,27,56,45,Morning,Weekday
254,L47433,L,298.0,308.2,1357,48.2,7,0,0,0,0,0,0,2025-01-01 04:13:00,2025-01-01 04:13:00,39,69,68,Night,Weekday
255,L47434,L,298.0,308.2,1514,37.9,9,0,0,0,0,0,0,2025-01-01 04:14:00,2025-01-01 04:14:00,22,43,76,Night,Weekend
256,L47435,L,298.0,308.2,1489,40.4,11,0,0,0,0,0,0,2025-01-01 04:15:00,2025-01-01 04:15:00,35,98,51,Morning,Weekend
257,L47436,L,298.1,308.3,1331,63.0,13,0,0,0,0,0,0,2025-01-01 04:16:00,2025-01-01 04:16:00,22,35,48,Evening,Weekend
258,L47437,L,298.0,308.0,1615,29.5,15,0,0,0,0,0,0,2025-01-01 04:17:00,2025-01-01 04:17:00,37,62,80,Evening,Weekend
259,L47438,L,298.1,308.2,1482,37.9,17,0,0,0,0,0,0,2025-01-01 04:18:00,2025-01-01 04:18:00,33,84,88,Evening,Weekday
260,M15119,M,298.1,308.2,1420,63.9,19,1,0,0,1,0,0,2025-01-01 04:19:00,2025-01-01 04:19:00,37,48,58,Evening,Weekday
261,M15120,M,298.2,308.3,1522,49.1,22,0,0,0,0,0,0,2025-01-01 04:20:00,2025-01-01 04:20:00,21,58,56,Evening,Weekday
262,L47441,L,298.1,308.2,1654,32.1,25,0,0,0,0,0,0,2025-01-01 04:21:00,2025-01-01 04:21:00,22,90,87,Evening,Weekday
263,M15122,M,298.1,308.2,1736,26.8,27,0,0,0,0,0,0,2025-01-01 04:22:00,2025-01-01 04:22:00,35,99,83,Evening,Weekday
264,M15123,M,298.0,308.1,1587,32.3,30,0,0,0,0,0,0,2025-01-01 04:23:00,2025-01-01 04:23:00,28,53,71,Morning,Weekend
265,L47444,L,298.1,308.2,1390,47.5,33,0,0,0,0,0,0,2025-01-01 04:24:00,2025-01-01 04:24:00,23,52,74,Morning,Weekday
266,L47445,L,298.0,308.1,1454,37.1,35,0,0,0,0,0,0,2025-01-01 04:25:00,2025-01-01 04:25:00,20,39,53,Evening,Weekend
267,H29680,H,298.0,308.1,1440,43.7,37,0,0,0,0,0,0,2025-01-01 04:26:00,2025-01-01 04:26:00,23,83,88,Morning,Weekend
268,L47447,L,297.9,308.0,1954,21.1,42,0,0,0,0,0,0,2025-01-01 04:27:00,2025-01-01 04:27:00,20,70,55,Night,Weekend
269,H29682,H,297.9,308.0,1800,24.8,44,0,0,0,0,0,0,2025-01-01 04:28:00,2025-01-01 04:28:00,33,78,60,Evening,Weekday
270,L47449,L,298.0,308.0,1524,37.0,49,0,0,0,0,0,0,2025-01-01 04:29:00,2025-01-01 04:29:00,40,46,51,Night,Weekend
271,H29684,H,298.0,308.0,1520,39.6,51,0,0,0,0,0,0,2025-01-01 04:30:00,2025-01-01 04:30:00,35,85,63,Morning,Weekend
272,M15131,M,298.1,308.1,1452,40.8,56,0,0,0,0,0,0,2025-01-01 04:31:00,2025-01-01 04:31:00,39,74,73,Evening,Weekend
273,L47452,L,298.1,308.1,1484,40.4,59,0,0,0,0,0,0,2025-01-01 04:32:00,2025-01-01 04:32:00,27,59,47,Night,Weekend
274,L47453,L,298.1,308.0,1426,46.0,61,0,0,0,0,0,0,2025-01-01 04:33:00,2025-01-01 04:33:00,26,73,83,Morning,Weekday
275,L47454,L,298.1,308.0,1652,28.5,63,0,0,0,0,0,0,2025-01-01 04:34:00,2025-01-01 04:34:00,22,84,60,Evening,Weekday
276,L47455,L,298.0,308.0,1401,54.7,65,0,0,0,0,0,0,2025-01-01 04:35:00,2025-01-01 04:35:00,36,48,87,Evening,Weekday
277,M15136,M,298.0,307.9,1750,26.6,67,0,0,0,0,0,0,2025-01-01 04:36:00,2025-01-01 04:36:00,20,58,47,Night,Weekend
278,H29691,H,298.0,308.0,1479,50.7,70,0,0,0,0,0,0,2025-01-01 04:37:00,2025-01-01 04:37:00,35,31,67,Night,Weekend
279,M15138,M,298.0,308.0,1620,29.4,75,0,0,0,0,0,0,2025-01-01 04:38:00,2025-01-01 04:38:00,31,65,55,Night,Weekday
280,L47459,L,298.0,308.1,1819,23.4,78,0,0,0,0,0,0,2025-01-01 04:39:00,2025-01-01 04:39:00,38,48,49,Morning,Weekday
281,M15140,M,298.1,308.1,1456,43.7,80,0,0,0,0,0,0,2025-01-01 04:40:00,2025-01-01 04:40:00,33,36,54,Night,Weekend
282,L47461,L,298.1,308.0,1626,36.5,83,0,0,0,0,0,0,2025-01-01 04:41:00,2025-01-01 04:41:00,25,55,43,Night,Weekend
283,M15142,M,298.1,308.1,1390,49.8,85,0,0,0,0,0,0,2025-01-01 04:42:00,2025-01-01 04:42:00,25,67,65,Night,Weekday
284,L47463,L,298.2,308.2,1469,43.0,88,0,0,0,0,0,0,2025-01-01 04:43:00,2025-01-01 04:43:00,32,32,54,Evening,Weekday
285,L47464,L,298.2,308.3,2051,19.2,90,0,0,0,0,0,0,2025-01-01 04:44:00,2025-01-01 04:44:00,38,95,75,Night,Weekend
286,L47465,L,298.2,308.3,1568,36.0,92,0,0,0,0,0,0,2025-01-01 04:45:00,2025-01-01 04:45:00,27,100,71,Night,Weekday
287,L47466,L,298.2,308.3,1589,33.2,94,0,0,0,0,0,0,2025-01-01 04:46:00,2025-01-01 04:46:00,21,72,82,Morning,Weekday
288,L47467,L,298.2,308.3,1805,31.6,96,0,0,0,0,0,0,2025-01-01 04:47:00,2025-01-01 04:47:00,40,91,77,Morning,Weekend
289,H29702,H,298.2,308.4,1385,42.2,98,0,0,0,0,0,0,2025-01-01 04:48:00,2025-01-01 04:48:00,20,100,43,Night,Weekday
290,L47469,L,298.1,308.4,1436,46.7,103,0,0,0,0,0,0,2025-01-01 04:49:00,2025-01-01 04:49:00,34,53,80,Morning,Weekday
291,L47470,L,298.1,308.4,1438,45.6,105,0,0,0,0,0,0,2025-01-01 04:50:00,2025-01-01 04:50:00,20,68,48,Morning,Weekend
292,L47471,L,298.0,308.3,1473,42.6,107,0,0,0,0,0,0,2025-01-01 04:51:00,2025-01-01 04:51:00,24,97,74,Morning,Weekday
293,L47472,L,298.1,308.4,1335,40.2,109,0,0,0,0,0,0,2025-01-01 04:52:00,2025-01-01 04:52:00,35,73,67,Evening,Weekend
294,H29707,H,298.1,308.5,1392,44.8,111,0,0,0,0,0,0,2025-01-01 04:53:00,2025-01-01 04:53:00,38,34,76,Night,Weekday
295,M15154,M,298.1,308.5,1372,51.1,116,0,0,0,0,0,0,2025-01-01 04:54:00,2025-01-01 04:54:00,23,84,86,Night,Weekday
296,M15155,M,298.1,308.6,1716,30.7,119,0,0,0,0,0,0,2025-01-01 04:55:00,2025-01-01 04:55:00,22,59,48,Night,Weekend
297,L47476,L,298.0,308.5,1395,46.2,122,0,0,0,0,0,0,2025-01-01 04:56:00,2025-01-01 04:56:00,36,58,41,Morning,Weekday
298,L47477,L,298.0,308.5,1713,25.3,124,0,0,0,0,0,0,2025-01-01 04:57:00,2025-01-01 04:57:00,36,55,42,Morning,Weekday
299,H29712,H,297.9,308.5,2129,18.7,126,0,0,0,0,0,0,2025-01-01 04:58:00,2025-01-01 04:58:00,31,55,83,Morning,Weekend
300,M15159,M,297.8,308.3,1567,35.6,131,0,0,0,0,0,0,2025-01-01 04:59:00,2025-01-01 04:59:00,33,66,87,Evening,Weekend
301,L47480,L,297.8,308.4,1622,38.3,134,0,0,0,0,0,0,2025-01-01 05:00:00,2025-01-01 05:00:00,40,82,44,Morning,Weekday
302,L47481,L,297.7,308.4,1740,27.1,136,0,0,0,0,0,0,2025-01-01 05:01:00,2025-01-01 05:01:00,25,59,49,Evening,Weekday
303,H29716,H,297.8,308.4,1512,35.1,138,0,0,0,0,0,0,2025-01-01 05:02:00,2025-01-01 05:02:00,22,32,67,Night,Weekday
304,M15163,M,297.8,308.4,1479,43.5,143,0,0,0,0,0,0,2025-01-01 05:03:00,2025-01-01 05:03:00,28,72,54,Morning,Weekend
305,L47484,L,297.8,308.4,1737,27.5,146,0,0,0,0,0,0,2025-01-01 05:04:00,2025-01-01 05:04:00,24,36,53,Evening,Weekday
306,L47485,L,297.8,308.4,2129,19.2,148,0,0,0,0,0,0,2025-01-01 05:05:00,2025-01-01 05:05:00,36,78,85,Evening,Weekday
307,L47486,L,297.8,308.4,1374,47.1,150,0,0,0,0,0,0,2025-01-01 05:06:00,2025-01-01 05:06:00,33,70,62,Morning,Weekend
308,M15167,M,297.8,308.4,1579,36.6,152,0,0,0,0,0,0,2025-01-01 05:07:00,2025-01-01 05:07:00,40,83,52,Evening,Weekend
309,L47488,L,297.9,308.5,1305,47.2,155,0,0,0,0,0,0,2025-01-01 05:08:00,2025-01-01 05:08:00,22,98,55,Morning,Weekend
310,M15169,M,297.9,308.5,1449,40.8,157,0,0,0,0,0,0,2025-01-01 05:09:00,2025-01-01 05:09:00,20,56,69,Evening,Weekend
311,H29724,H,298.0,308.6,1526,41.8,160,0,0,0,0,0,0,2025-01-01 05:10:00,2025-01-01 05:10:00,39,37,79,Night,Weekday
312,M15171,M,298.0,308.6,1453,44.1,165,0,0,0,0,0,0,2025-01-01 05:11:00,2025-01-01 05:11:00,40,61,47,Night,Weekday
313,L47492,L,297.9,308.6,1468,36.0,168,0,0,0,0,0,0,2025-01-01 05:12:00,2025-01-01 05:12:00,20,93,56,Night,Weekday
314,L47493,L,298.0,308.6,1313,50.8,170,0,0,0,0,0,0,2025-01-01 05:13:00,2025-01-01 05:13:00,22,39,69,Morning,Weekend
315,M15174,M,297.9,308.5,1300,53.0,172,0,0,0,0,0,0,2025-01-01 05:14:00,2025-01-01 05:14:00,37,42,56,Night,Weekday
316,L47495,L,297.9,308.4,1646,40.6,175,0,0,0,0,0,0,2025-01-01 05:15:00,2025-01-01 05:15:00,29,92,74,Night,Weekday
317,L47496,L,297.8,308.4,1714,33.2,177,0,0,0,0,0,0,2025-01-01 05:16:00,2025-01-01 05:16:00,22,64,40,Night,Weekday
318,L47497,L,297.8,308.4,1685,28.4,179,0,0,0,0,0,0,2025-01-01 05:17:00,2025-01-01 05:17:00,27,90,88,Morning,Weekend
319,L47498,L,297.8,308.4,1512,39.9,181,0,0,0,0,0,0,2025-01-01 05:18:00,2025-01-01 05:18:00,33,83,63,Evening,Weekday
320,L47499,L,297.8,308.4,1612,32.1,183,0,0,0,0,0,0,2025-01-01 05:19:00,2025-01-01 05:19:00,37,37,87,Morning,Weekday
321,H29734,H,297.8,308.4,1550,38.2,185,0,0,0,0,0,0,2025-01-01 05:20:00,2025-01-01 05:20:00,34,58,88,Morning,Weekend
322,L47501,L,297.8,308.4,1518,32.5,190,0,0,0,0,0,0,2025-01-01 05:21:00,2025-01-01 05:21:00,21,70,64,Night,Weekday
323,L47502,L,297.8,308.5,1448,40.0,192,0,0,0,0,0,0,2025-01-01 05:22:00,2025-01-01 05:22:00,29,59,41,Evening,Weekend
324,L47503,L,297.8,308.5,1561,46.3,194,0,0,0,0,0,0,2025-01-01 05:23:00,2025-01-01 05:23:00,21,50,64,Night,Weekend
325,M15184,M,297.8,308.5,1488,41.9,196,0,0,0,0,0,0,2025-01-01 05:24:00,2025-01-01 05:24:00,36,40,53,Night,Weekday
326,L47505,L,297.8,308.5,1699,27.8,199,0,0,0,0,0,0,2025-01-01 05:25:00,2025-01-01 05:25:00,27,31,78,Morning,Weekend
327,L47506,L,297.7,308.5,1501,41.4,201,0,0,0,0,0,0,2025-01-01 05:26:00,2025-01-01 05:26:00,20,79,90,Morning,Weekend
328,L47507,L,297.7,308.5,1373,56.7,203,1,0,0,0,1,0,2025-01-01 05:27:00,2025-01-01 05:27:00,28,70,72,Morning,Weekend
329,H29742,H,297.6,308.4,1703,31.4,205,0,0,0,0,0,0,2025-01-01 05:28:00,2025-01-01 05:28:00,30,95,56,Night,Weekday
330,H29743,H,297.7,308.5,1720,29.9,210,0,0,0,0,0,0,2025-01-01 05:29:00,2025-01-01 05:29:00,35,32,70,Evening,Weekend
331,M15190,M,297.6,308.4,1398,41.9,215,0,0,0,0,0,0,2025-01-01 05:30:00,2025-01-01 05:30:00,26,80,49,Evening,Weekday
332,M15191,M,297.6,308.4,1391,51.9,218,0,0,0,0,0,0,2025-01-01 05:31:00,2025-01-01 05:31:00,29,97,45,Night,Weekday
333,M15192,M,297.6,308.3,1538,40.2,0,0,0,0,0,0,0,2025-01-01 05:32:00,2025-01-01 05:32:00,22,54,78,Evening,Weekend
334,L47513,L,297.5,308.2,1647,31.3,3,0,0,0,0,0,0,2025-01-01 05:33:00,2025-01-01 05:33:00,37,59,64,Night,Weekend
335,M15194,M,297.5,308.1,1469,44.8,5,0,0,0,0,0,0,2025-01-01 05:34:00,2025-01-01 05:34:00,32,40,77,Evening,Weekday
336,L47515,L,297.4,308.1,1749,25.9,8,0,0,0,0,0,0,2025-01-01 05:35:00,2025-01-01 05:35:00,26,46,76,Night,Weekend
337,M15196,M,297.6,308.2,1995,20.5,10,0,0,0,0,0,0,2025-01-01 05:36:00,2025-01-01 05:36:00,23,55,69,Evening,Weekday
338,L47517,L,297.6,308.3,1742,27.7,13,0,0,0,0,0,0,2025-01-01 05:37:00,2025-01-01 05:37:00,32,52,73,Morning,Weekday
339,L47518,L,297.5,308.2,1563,38.2,15,0,0,0,0,0,0,2025-01-01 05:38:00,2025-01-01 05:38:00,39,85,57,Morning,Weekend
340,M15199,M,297.5,308.2,1713,32.2,17,0,0,0,0,0,0,2025-01-01 05:39:00,2025-01-01 05:39:00,20,81,63,Morning,Weekend
341,L47520,L,297.4,308.1,1474,39.4,20,0,0,0,0,0,0,2025-01-01 05:40:00,2025-01-01 05:40:00,27,77,88,Morning,Weekend
342,M15201,M,297.4,308.2,1530,32.6,22,0,0,0,0,0,0,2025-01-01 05:41:00,2025-01-01 05:41:00,33,49,66,Night,Weekend
343,L47522,L,297.4,308.2,1471,46.5,25,0,0,0,0,0,0,2025-01-01 05:42:00,2025-01-01 05:42:00,35,31,66,Evening,Weekend
344,L47523,L,297.5,308.3,1388,48.6,27,0,0,0,0,0,0,2025-01-01 05:43:00,2025-01-01 05:43:00,33,60,78,Night,Weekend
345,M15204,M,297.5,308.2,2448,13.8,29,0,0,0,0,0,0,2025-01-01 05:44:00,2025-01-01 05:44:00,31,56,60,Morning,Weekend
346,L47525,L,297.5,308.3,1585,32.9,32,0,0,0,0,0,0,2025-01-01 05:45:00,2025-01-01 05:45:00,38,31,58,Evening,Weekend
347,M15206,M,297.5,308.3,1459,45.2,34,0,0,0,0,0,0,2025-01-01 05:46:00,2025-01-01 05:46:00,34,33,78,Night,Weekend
348,L47527,L,297.5,308.3,1544,40.8,37,0,0,0,0,0,0,2025-01-01 05:47:00,2025-01-01 05:47:00,21,42,62,Morning,Weekend
349,L47528,L,297.6,308.3,1617,31.7,39,0,0,0,0,0,0,2025-01-01 05:48:00,2025-01-01 05:48:00,21,64,78,Evening,Weekday
350,L47529,L,297.6,308.3,1595,34.3,41,0,0,0,0,0,0,2025-01-01 05:49:00,2025-01-01 05:49:00,38,95,87,Evening,Weekend
351,H29764,H,297.6,308.3,1400,44.3,43,0,0,0,0,0,0,2025-01-01 05:50:00,2025-01-01 05:50:00,36,35,83,Morning,Weekend
352,M15211,M,297.6,308.4,1611,31.0,48,0,0,0,0,0,0,2025-01-01 05:51:00,2025-01-01 05:51:00,39,60,86,Morning,Weekend
353,M15212,M,297.6,308.4,1507,46.0,51,0,0,0,0,0,0,2025-01-01 05:52:00,2025-01-01 05:52:00,29,39,54,Evening,Weekday
354,H29767,H,297.5,308.3,1674,30.0,54,0,0,0,0,0,0,2025-01-01 05:53:00,2025-01-01 05:53:00,25,50,82,Morning,Weekend
